"","webid","name","hlyRange","dlyRange","mlyRange"
"1069",1039,"OLIVER STP","N/A","1924-01-01/2012-05-13","1924-01-01/2007-02-01"
"1070",535,"OOTSA L SKINS L SPILLWAY","N/A","1956-12-01/2008-06-30","1956-01-01/2007-02-01"
"1071",43963,"OOTSA LAKESKINS LAKE CLIMATE","2005-08-22/2012-05-16","2005-08-22/2012-05-16","2006-01-01/2007-01-01"
"1072",1040,"OSOYOOS","N/A","1954-04-01/1991-11-30","1954-01-01/1991-11-01"
"1073",1041,"OSOYOOS CS","1994-02-01/2012-05-16","1990-08-01/2012-05-16","1990-01-01/2006-11-01"
"1074",1042,"OSOYOOS EAST","N/A","1962-08-01/1964-05-31","1962-01-01/1964-12-01"
"1075",1043,"OSOYOOS WEST","N/A","1967-04-01/2009-09-15","1967-01-01/2007-02-01"
"1076",1044,"OSPREY LAKE","N/A","1928-09-01/1952-05-31","1928-01-01/1952-12-01"
"1077",1045,"OYAMA","N/A","1965-06-01/1997-10-31","1965-01-01/1997-10-01"
"1078",196,"OYSTER RIVER UBC","N/A","1967-04-01/2006-04-30","1967-01-01/2006-04-01"
"1079",262,"PACHENA POINT","1953-01-01/1958-11-14","1924-11-01/2012-05-14","1924-01-01/2007-02-01"
"1080",415,"PACIFIC","N/A","1977-06-01/1982-06-30","1977-01-01/1982-12-01"
"1081",363,"PALLANT CREEK","N/A","1980-06-01/1998-07-31","1980-01-01/1998-07-01"
"1082",322,"PARADISE VALLEY","N/A","1973-12-01/1975-07-31","1974-01-01/1975-12-01"
"1083",197,"PARKSVILLE","N/A","1915-09-01/1960-05-31","1915-01-01/1960-12-01"
"1084",198,"PARKSVILLE NORTHWEST","N/A","1961-07-01/1965-04-30","1961-01-01/1965-12-01"
"1085",199,"PARKSVILLE SOUTH","N/A","1967-05-01/1993-03-31","1967-01-01/1993-12-01"
"1086",1368,"PARSON COLUMBIA MINES","N/A","1970-10-01/1973-12-31","1970-01-01/1973-12-01"
"1087",1096,"PASSMORE","N/A","1987-11-01/2004-10-31","1987-01-01/2004-10-01"
"1088",1144,"PATERSON","N/A","1954-04-01/1963-06-30","1954-01-01/1963-12-01"
"1089",969,"PAVILION","N/A","1953-04-01/1955-03-31","1953-01-01/1955-12-01"
"1090",970,"PAVILION BLUE RIDGE","N/A","1987-06-01/1995-03-31","1987-01-01/1995-03-01"
"1091",1046,"PEACHLAND","N/A","1971-03-01/2012-05-12","1971-01-01/2007-02-01"
"1092",1047,"PEACHLAND","N/A","1973-07-01/1981-12-31","1973-01-01/1981-12-01"
"1093",1048,"PEACHLAND BRENDA MINES","N/A","1968-04-01/1993-10-31","1968-01-01/1993-12-01"
"1094",26994,"PEACHLAND GREATA RANCH","N/A","1994-06-01/2008-06-30","1994-01-01/2007-02-01"
"1095",1049,"PEACHLAND MINOS ROCK","N/A","1982-01-01/1982-04-30","1982-01-01/1982-12-01"
"1096",1050,"PEACHLAND TREPANIER CR","N/A","1924-10-01/1943-05-31","1924-01-01/1943-12-01"
"1097",46747,"PEMBERTON AIRPORT (WIND)","2007-11-27/2012-05-16","N/A","N/A"
"1098",536,"PEMBERTON AIRPORT CS","1988-06-01/2012-05-16","1984-04-01/2012-05-16","1984-01-01/2006-12-01"
"1099",48308,"PEMBERTON AIRPORT CWS","2010-01-26/2010-04-02","2010-01-04/2010-04-01","N/A"
"1100",537,"PEMBERTON BCFS","N/A","1969-06-01/1984-12-31","1969-01-01/1984-12-01"
"1101",971,"PEMBERTON HATCHERY","N/A","1908-04-01/1936-09-30","1908-01-01/1936-12-01"
"1102",538,"PEMBERTON MEADOWS","N/A","1912-08-01/1967-01-31","1912-01-01/1967-12-01"
"1103",539,"PEMBERTON MEADOWS 4NW","N/A","1975-04-01/1976-04-30","1975-01-01/1976-12-01"
"1104",540,"PEMBERTON WOLVERINE CR","N/A","1983-08-01/1984-08-31","1983-01-01/1984-12-01"
"1105",323,"PENDER HARBOUR","N/A","1961-05-01/2012-05-14","1961-01-01/2007-02-01"
"1106",79,"PENDER ISLAND","N/A","1924-12-01/1999-12-31","1924-01-01/1999-12-01"
"1107",1051,"PENNASK LAKE LODGE","N/A","1970-05-01/1972-09-30","1970-01-01/1972-12-01"
"1108",1052,"PENTICTON","N/A","1907-04-01/1965-09-30","1907-01-01/1965-12-01"
"1109",1053,"PENTICTON A","1953-01-01/2012-05-10","1941-04-01/2012-05-10","1941-01-01/2011-07-01"
"1110",1054,"PENTICTON SEWAGE PLANT","N/A","1954-10-01/1969-11-30","1954-01-01/1969-12-01"
"1111",1145,"PERRY SIDING","N/A","1913-04-01/1939-03-31","1913-01-01/1939-12-01"
"1112",416,"PHILLIPS ARM","N/A","1973-01-01/1977-12-31","1973-01-01/1977-12-01"
"1113",80,"PIERS ISLAND","N/A","1973-06-01/1985-01-31","1973-01-01/1985-12-01"
"1114",1310,"PINANTAN LAKE","N/A","1986-07-01/2006-05-31","1986-01-01/2006-05-01"
"1115",200,"PINE ISLAND","1994-02-01/2001-12-13","1984-08-01/2012-05-16","1984-01-01/2007-02-01"
"1116",1431,"PINE PASS","N/A","1962-10-01/1981-11-30","1962-01-01/1981-12-01"
"1117",1429,"PINE PASS MT LEMORAY","N/A","1974-11-01/2004-12-31","1974-01-01/2004-12-01"
"1118",1432,"PINK MOUNTAIN","N/A","1973-07-01/1982-08-31","1973-01-01/1982-12-01"
"1119",1430,"PINK MOUNTAIN 2","N/A","1982-09-01/1990-08-31","1982-01-01/1990-12-01"
"1120",839,"PITT LAKE","N/A","1958-11-01/1959-03-31","1958-01-01/1959-12-01"
"1121",840,"PITT MEADOWS A","N/A","1959-09-01/1960-08-31","1959-01-01/1960-12-01"
"1122",683,"PITT MEADOWS ALOUETTE RIVER","N/A","1986-10-01/1992-10-31","1986-01-01/1992-12-01"
"1123",6830,"PITT MEADOWS CS","1994-02-01/2012-05-16","1993-10-01/2012-05-16","1993-01-01/2007-02-01"
"1124",841,"PITT MEADOWS LOUGHEED","N/A","1960-02-01/1969-06-30","1960-01-01/1969-12-01"
"1125",682,"PITT MEADOWS STP","N/A","1974-04-01/1993-10-31","1974-01-01/1993-12-01"
"1126",842,"PITT POLDER","N/A","1951-11-01/2010-01-31","1951-01-01/2007-02-01"
"1127",843,"PITT RIVER","N/A","1957-02-01/1959-10-31","1957-01-01/1959-12-01"
"1128",1504,"PLEASANT CAMP","N/A","1974-05-01/2012-05-16","1974-01-01/2007-02-01"
"1129",844,"POINT ATKINSON","1996-05-31/2012-05-16","1968-01-01/2012-05-16","1968-01-01/2001-11-01"
"1130",81,"POINT-NO-POINT","N/A","1990-06-01/2005-03-31","1990-01-01/2005-03-01"
"1131",418,"POINTER ISLAND","N/A","1977-11-01/1989-03-31","1977-01-01/1989-12-01"
"1132",972,"PORCUPINE CREEK","N/A","1974-08-01/1995-04-30","1974-01-01/1995-04-01"
"1133",685,"PORLIER PASS LIGHT STATION","N/A","1987-06-01/1996-02-29","1987-01-01/1996-02-01"
"1134",263,"PORT ALBERNI","N/A","1917-07-01/1960-10-31","1917-01-01/1960-12-01"
"1135",8045,"PORT ALBERNI (AUT)","1994-02-01/2012-05-16","1992-12-11/2012-05-16","2002-03-01/2007-02-01"
"1136",264,"PORT ALBERNI A","1969-11-01/1995-03-31","1969-11-01/1996-10-31","1969-01-01/1996-10-01"
"1137",265,"PORT ALBERNI CHINA CREEK","N/A","1960-01-01/1981-02-28","1960-01-01/1981-12-01"
"1138",266,"PORT ALBERNI COX LAKE","N/A","1987-03-01/2012-05-11","1987-01-01/2007-01-01"
"1139",267,"PORT ALBERNI REDFORD","N/A","1959-05-01/1971-12-31","1959-01-01/1971-12-01"
"1140",268,"PORT ALBERNI SHUHUM CREEK","N/A","1987-04-01/2000-04-30","1987-01-01/2000-04-01"
"1141",269,"PORT ALICE","N/A","1924-01-01/2012-05-16","1924-01-01/2007-02-01"
"1142",270,"PORT ALICE TOWNSITE","N/A","1987-05-01/1991-09-30","1987-01-01/1991-11-01"
"1143",364,"PORT CLEMENTS","N/A","1967-01-01/1988-02-29","1967-01-01/1988-12-01"
"1144",845,"PORT COQUITLAM","N/A","1958-02-01/1990-06-30","1958-01-01/1990-12-01"
"1145",6827,"PORT COQUITLAM BURKE MOUNTAIN","N/A","1991-03-01/1995-07-31","1991-01-01/1995-07-01"
"1146",846,"PORT COQUITLAM CITY YARD","N/A","1971-01-01/1990-10-31","1971-01-01/1990-12-01"
"1147",684,"PORT COQUITLAM MARY HILL","N/A","1988-08-01/1990-11-30","1988-01-01/1990-12-01"
"1148",417,"PORT EDWARD","N/A","1984-10-01/1986-02-28","1984-01-01/1986-12-01"
"1149",201,"PORT HARDY","N/A","1928-06-01/1944-01-31","1928-01-01/1944-12-01"
"1150",202,"PORT HARDY A","1953-01-01/2012-05-16","1944-02-01/2012-05-16","1944-01-01/2011-10-01"
"1151",203,"PORT HARDY BEAVER HR","N/A","1959-11-01/1975-07-31","1959-01-01/1975-12-01"
"1152",849,"PORT KELLS","N/A","1953-03-01/1965-05-31","1953-01-01/1965-12-01"
"1153",204,"PORT MCNEILL","N/A","1974-09-01/1983-01-31","1974-01-01/1982-12-01"
"1154",45267,"PORT MELLON","2006-07-28/2012-05-16","2006-07-28/2012-05-16","2006-08-01/2007-02-01"
"1155",324,"PORT MELLON","N/A","1942-11-01/1989-02-28","1942-01-01/1989-12-01"
"1156",848,"PORT MOODY CENTRE","N/A","1970-01-01/1989-09-30","1970-01-01/1989-12-01"
"1157",834,"PORT MOODY GLENAYRE","N/A","1970-11-01/2012-05-16","1970-01-01/2007-02-01"
"1158",836,"PORT MOODY MERIDIAN","N/A","1974-05-01/1975-09-30","1974-01-01/1975-12-01"
"1159",82,"PORT RENFREW","N/A","1970-02-01/2012-04-29","1970-01-01/2007-02-01"
"1160",419,"PORT SIMPSON","N/A","1886-06-01/1910-06-30","1886-01-01/1910-12-01"
"1161",1505,"PORTERS LANDING","N/A","1972-02-01/1972-06-30","1972-01-01/1972-12-01"
"1162",1433,"POUCE COUPE","N/A","1926-01-01/1939-12-31","1926-01-01/1939-12-01"
"1163",1434,"POUCE COUPE MTN VIEW","N/A","1960-09-01/1962-07-31","1960-01-01/1962-12-01"
"1164",325,"POWELL LAKE","N/A","1954-02-01/1954-09-30","1954-01-01/1954-12-01"
"1165",326,"POWELL RIVER","N/A","1924-01-01/2007-07-31","1924-01-01/2007-02-01"
"1166",45807,"POWELL RIVER","2007-07-10/2012-05-16","2007-07-10/2012-05-16","N/A"
"1167",327,"POWELL RIVER A","1982-03-23/2012-05-16","1954-01-01/2012-05-16","1954-01-01/2007-02-01"
"1168",328,"POWELL RIVER GRIEF POINT","N/A","1960-02-01/1993-12-31","1960-01-01/1993-12-01"
"1169",329,"POWELL RIVER WESTVIEW","N/A","1960-06-01/1986-01-31","1960-01-01/1986-12-01"
"1170",634,"PR GEORGE FOREMAN FLAT","N/A","1962-03-01/1966-10-31","1962-01-01/1966-12-01"
"1171",420,"PREMIER","N/A","1926-01-01/1996-09-30","1926-01-01/1996-09-01"
"1172",1435,"PRESPATOU","N/A","1982-09-01/1989-02-28","1982-01-01/1989-12-01"
"1173",629,"PRINCE GEORGE","N/A","1956-08-01/1957-10-31","1956-01-01/1957-12-01"
"1174",630,"PRINCE GEORGE","N/A","1912-08-01/1945-06-30","1912-01-01/1945-12-01"
"1175",48370,"PRINCE GEORGE","2009-10-08/2012-05-17","2009-10-22/2012-05-16","N/A"
"1176",633,"PRINCE GEORGE 15NW","N/A","1984-05-01/2004-06-30","1984-01-01/2004-06-01"
"1177",631,"PRINCE GEORGE A","1953-01-01/2009-10-22","1942-07-01/2010-08-17","1942-01-01/2009-10-01"
"1178",48248,"PRINCE GEORGE AIRPORT AUTO","2009-11-27/2012-05-16","2009-11-27/2012-05-16","N/A"
"1179",635,"PRINCE GEORGE MIWORTH","N/A","1984-11-01/2002-07-31","1984-01-01/2002-07-01"
"1180",636,"PRINCE GEORGE STP","N/A","1975-11-01/2012-05-16","1975-01-01/2007-02-01"
"1181",632,"PRINCE GEORGE WEST LAKE","N/A","1970-06-01/2011-02-28","1970-01-01/2007-02-01"
"1182",637,"PRINCE GEORGE WESTWOOD","N/A","1974-12-01/1976-03-31","1974-01-01/1976-12-01"
"1183",421,"PRINCE RUPERT","1953-02-01/1962-12-31","1908-08-01/1962-12-31","1908-01-01/1962-12-01"
"1184",48693,"PRINCE RUPERT","2010-06-03/2012-05-17","2010-06-03/2012-05-16","N/A"
"1185",422,"PRINCE RUPERT A","1961-08-16/2005-01-21","1962-05-01/2006-03-31","1962-01-01/2006-03-01"
"1186",27991,"PRINCE RUPERT AWOS","2004-04-07/2012-05-08","2005-01-21/2012-05-08","2005-02-01/2007-02-01"
"1187",423,"PRINCE RUPERT FERN PASS","N/A","1959-08-01/1966-01-31","1959-01-01/1966-12-01"
"1188",424,"PRINCE RUPERT MONT CIRC","N/A","1959-08-01/2012-05-16","1959-01-01/2004-12-01"
"1189",425,"PRINCE RUPERT R PARK","N/A","1959-08-01/1997-09-30","1959-01-01/1997-09-01"
"1190",426,"PRINCE RUPERT SHAWATLANS","N/A","1966-07-01/1999-06-30","1966-01-01/1999-06-01"
"1191",1055,"PRINCETON","N/A","1893-07-01/1942-05-31","1893-01-01/1942-12-01"
"1192",1057,"PRINCETON 8NE","N/A","1971-11-01/1984-11-30","1971-01-01/1984-12-01"
"1193",1056,"PRINCETON A","1953-01-01/2012-05-16","1936-11-01/2012-05-16","1937-01-01/2007-02-01"
"1194",6834,"PRINCETON CS","1994-02-01/2012-05-16","1992-11-01/2012-05-16","1993-04-01/2006-10-01"
"1195",1312,"PRITCHARD","N/A","1986-01-01/1997-01-31","1986-01-01/1997-01-01"
"1196",1436,"PROGRESS","N/A","1942-05-01/1946-12-31","1942-01-01/1946-12-01"
"1197",1471,"PROPHET RIVER","N/A","1974-11-01/1977-05-31","1974-01-01/1977-12-01"
"1198",847,"PRT COQUITLAM PRAIRIE RD","N/A","1971-12-01/1974-08-31","1972-01-01/1974-12-01"
"1199",541,"PUNTCHESAKUT LAKE","N/A","1973-11-01/2008-03-31","1973-01-01/2007-02-01"
"1200",542,"PUNTZI MOUNTAIN","N/A","1959-09-01/1961-11-30","1959-01-01/1961-12-01"
"1201",543,"PUNTZI MOUNTAIN","1968-05-16/1979-07-31","1968-05-01/1979-07-31","1968-01-01/1979-12-01"
"1202",8092,"PUNTZI MOUNTAIN (AUT)","1994-02-01/2012-05-16","1993-03-25/2012-05-16","2005-06-01/2006-09-01"
"1203",205,"QUADRA ISLAND","N/A","1983-05-01/1984-06-30","1983-01-01/1984-12-01"
"1204",206,"QUALICUM BEACH","N/A","1913-12-01/1937-02-28","1913-01-01/1937-12-01"
"1205",45627,"QUALICUM BEACH AIRPORT","2006-12-11/2012-05-16","2006-11-01/2012-05-16","2006-11-01/2006-11-01"
"1206",207,"QUALICUM BEACH YAMBURY","N/A","1965-05-01/1965-11-30","1965-01-01/1965-12-01"
"1207",208,"QUALICUM R FISH RESEARCH","N/A","1962-08-01/2012-05-16","1962-01-01/2007-02-01"
"1208",271,"QUATSINO","N/A","1895-06-01/2012-03-27","1895-01-01/2007-02-01"
"1209",272,"QUATSINO LIGHTSTATION","1994-02-01/2001-12-13","1978-11-01/2012-05-16","1978-01-01/2007-02-01"
"1210",365,"QUEEN CHARLOTTE CITY","N/A","1914-10-01/1948-12-31","1914-01-01/1948-12-01"
"1211",48688,"QUESNEL","2010-06-03/2012-05-17","2010-06-03/2012-05-16","N/A"
"1212",638,"QUESNEL","N/A","1892-11-01/1970-04-30","1893-01-01/1970-12-01"
"1213",640,"QUESNEL A","1953-01-01/2006-02-22","1946-02-01/2007-03-30","1946-01-01/2007-02-01"
"1214",48108,"QUESNEL AIRPORT AUTO","2009-08-19/2012-05-16","2009-08-19/2012-05-16","N/A"
"1215",639,"QUESNEL AUT","1994-02-01/1994-09-20","1990-03-01/1994-09-30","1990-01-01/1994-12-01"
"1216",30967,"QUESNEL AWOS","2005-10-31/2011-09-21","2005-09-01/2010-06-03","2005-09-01/2007-02-01"
"1217",544,"QUESNEL BAR HL RANCH","N/A","1961-12-01/1963-02-28","1961-01-01/1963-12-01"
"1218",641,"QUESNEL MOOSE HEIGHTS","N/A","1962-12-01/1984-01-31","1962-01-01/1983-12-01"
"1219",642,"QUESNEL NAZKO ROAD","N/A","1968-01-01/1974-03-31","1968-01-01/1974-12-01"
"1220",485,"QUICK","N/A","1962-10-01/1995-04-30","1962-01-01/1995-04-01"
"1221",209,"QUINSAM RIVER HATCHERY","N/A","1975-09-01/2012-05-16","1975-01-01/2007-02-01"
"1222",10943,"RACE ROCKS CS","1994-02-01/2012-05-16","1995-02-08/2012-05-16","N/A"
"1223",83,"RACE ROCKS LIGHTSTATION","N/A","1984-10-01/1997-12-31","1984-01-01/1997-12-01"
"1224",1313,"RED LAKE","N/A","1974-05-01/2012-05-01","1974-01-01/2007-02-01"
"1225",1314,"RED LAKE 2","N/A","1979-11-01/1985-05-31","1979-01-01/1985-12-01"
"1226",643,"RED PASS JUNCTION","N/A","1931-11-01/1969-06-30","1931-01-01/1969-12-01"
"1227",644,"RED PASS MT ROBSON PARK","N/A","1970-07-01/1975-04-30","1970-01-01/1975-12-01"
"1228",645,"REDSTONE","N/A","1957-01-01/1957-03-31","1957-01-01/1957-12-01"
"1229",545,"REDSTONE STUART RANCH","N/A","1980-10-01/1991-10-31","1980-01-01/1991-11-01"
"1230",850,"REIDVILLE","N/A","1953-04-01/1958-08-31","1953-01-01/1958-12-01"
"1231",366,"RENNELL SOUND","N/A","1974-07-01/1975-11-30","1974-01-01/1975-12-01"
"1232",1371,"REVELSTOKE","1953-01-01/1969-11-30","1898-05-01/1969-11-30","1898-01-01/1969-12-01"
"1233",1370,"REVELSTOKE A","1994-02-01/2011-10-20","1990-03-01/2012-05-16","1990-01-01/2007-02-01"
"1234",1372,"REVELSTOKE AIRPORT RD","1969-12-01/1999-04-06","1969-12-01/1999-08-31","1969-01-01/1999-08-01"
"1235",1369,"REVELSTOKE CARNES CREEK","N/A","1989-06-01/1989-11-30","1989-01-01/1989-12-01"
"1236",46147,"REVELSTOKE COLUMBIA PARK","N/A","2007-07-06/2012-03-02","N/A"
"1237",1373,"REVELSTOKE MT COPELAND","N/A","1969-01-01/1973-10-31","1969-01-01/1973-12-01"
"1238",1315,"RICHLAND","N/A","1962-06-01/1975-06-30","1962-01-01/1975-12-01"
"1239",852,"RICHMOND BROADMOOR","N/A","1986-04-01/1993-04-30","1986-01-01/1993-12-01"
"1240",835,"RICHMOND BROADMOOR 2","N/A","1990-12-01/1993-08-31","1990-01-01/1993-12-01"
"1241",851,"RICHMOND CBC TRANSMITTER","N/A","1961-12-01/1969-04-30","1962-01-01/1969-12-01"
"1242",853,"RICHMOND DALLYN 2","N/A","1963-11-01/2012-05-11","1963-01-01/2007-02-01"
"1243",854,"RICHMOND EAST","N/A","1959-11-01/1961-11-30","1960-01-01/1961-12-01"
"1244",838,"RICHMOND GEAL RD","N/A","1976-06-01/1988-10-31","1976-01-01/1988-12-01"
"1245",855,"RICHMOND MCLENNAN ROAD","N/A","1970-04-01/1973-05-31","1970-01-01/1973-12-01"
"1246",856,"RICHMOND MINLER ROAD","N/A","1970-04-01/1970-09-30","1970-01-01/1970-12-01"
"1247",837,"RICHMOND NATURE PARK","N/A","1977-03-01/2012-05-04","1977-01-01/2007-02-01"
"1248",857,"RICHMOND NELSON RD","N/A","1961-02-01/1963-09-30","1961-01-01/1963-12-01"
"1249",48448,"RICHMOND OPERATIONS CENTRE","2010-02-18/2012-05-16","2010-02-18/2012-05-16","N/A"
"1250",858,"RICHMOND RIVER ROAD EAST","N/A","1970-04-01/1970-08-31","1970-01-01/1970-12-01"
"1251",646,"RISKE CREEK FTP","N/A","1965-08-01/1970-05-31","1965-01-01/1970-12-01"
"1252",84,"RIVER JORDAN","N/A","1908-01-01/1972-09-30","1908-01-01/1972-12-01"
"1253",427,"RIVERS INLET","N/A","1893-10-01/1943-02-28","1893-01-01/1943-12-01"
"1254",428,"RIVERS INLET GOOD HOPE","N/A","1970-02-01/1971-05-31","1970-01-01/1971-12-01"
"1255",330,"ROBERTS CREEK","N/A","1924-01-01/1942-11-30","1924-01-01/1942-12-01"
"1256",331,"ROBERTS CREEK EAST","N/A","1956-02-01/1960-12-31","1956-01-01/1960-12-01"
"1257",1146,"ROBSON","N/A","1946-02-01/1980-03-31","1946-01-01/1980-12-01"
"1258",1092,"ROCK CREEK","N/A","1912-08-01/1947-12-31","1912-01-01/1947-12-01"
"1259",1093,"ROCK CREEK MT BALDY","N/A","1988-09-01/2000-12-31","1988-01-01/2000-12-01"
"1260",1094,"ROCK CREEK WEST","N/A","1963-12-01/1966-12-31","1963-01-01/1967-12-01"
"1261",1374,"ROGERS PASS","N/A","1957-11-01/1960-04-30","1957-01-01/1960-12-01"
"1262",1437,"ROLLA","N/A","1971-06-01/1990-12-31","1971-01-01/1988-12-01"
"1263",1438,"ROLLA GOLATA CREEK","N/A","1960-07-01/1964-10-31","1960-01-01/1964-12-01"
"1264",1439,"ROSE PRAIRIE","N/A","1973-08-01/1988-06-30","1973-01-01/1988-12-01"
"1265",8064,"ROSE SPIT (AUT)","1994-05-11/2012-05-16","1994-12-30/2012-05-16","2004-03-01/2005-12-01"
"1266",859,"ROSEDALE","N/A","1967-01-01/1988-03-31","1967-01-01/1988-12-01"
"1267",1147,"ROSSLAND CITY YARD","N/A","1900-01-01/2000-10-31","1900-01-01/2000-10-01"
"1268",1148,"ROSSLAND MACLEAN","N/A","1963-09-01/1990-03-31","1963-01-01/1990-12-01"
"1269",429,"ROSSWOOD","N/A","1927-10-01/1946-02-28","1927-01-01/1946-12-01"
"1270",486,"ROSSWOOD","N/A","1973-05-01/1993-12-31","1973-01-01/1993-12-01"
"1271",430,"ROY","N/A","1931-11-01/1955-09-30","1931-01-01/1955-12-01"
"1272",273,"RUMBLE BEACH","N/A","1975-12-01/1978-06-30","1976-01-01/1978-12-01"
"1273",860,"RUSKIN","N/A","1966-03-01/1969-01-31","1966-01-01/1969-12-01"
"1274",1316,"RUTH LAKE","N/A","1987-06-01/2008-05-31","1987-01-01/2007-02-01"
"1275",1058,"RUTLAND MISSION CREEK","N/A","1926-01-01/1947-10-31","1926-01-01/1947-12-01"
"1276",88,"SAANICH CAMOSUN COLLEGE","N/A","1974-06-01/1975-10-31","1974-01-01/1975-12-01"
"1277",89,"SAANICH DENSMORE","N/A","1963-11-01/1992-02-29","1963-01-01/1992-12-01"
"1278",85,"SAANICH DOM ASTRO OBS","N/A","1916-12-01/1977-06-30","1916-01-01/1977-12-01"
"1279",86,"SAANICH OLDFIELD","N/A","1965-09-01/1966-03-31","1965-01-01/1966-12-01"
"1280",5,"SAANICH OLDFIELD NORTH","N/A","1965-12-01/1967-03-31","1966-01-01/1967-12-01"
"1281",87,"SAANICHTON CDA","N/A","1914-03-01/2012-05-16","1914-01-01/2007-02-01"
"1282",78,"SAANICHTON MT NEWTON","N/A","1980-08-01/2012-04-03","1980-01-01/2007-02-01"
"1283",6807,"SAANICHTON MT NEWTON 2","N/A","1993-05-01/1995-04-30","1993-01-01/1995-04-01"
"1284",1149,"SALMO BCFS","N/A","1972-06-01/1980-09-30","1972-01-01/1980-12-01"
"1285",1317,"SALMON ARM","N/A","1911-07-01/1982-07-31","1911-01-01/1982-12-01"
"1286",1318,"SALMON ARM 2","N/A","1950-04-01/1986-10-31","1950-01-01/1986-12-01"
"1287",1319,"SALMON ARM 3","N/A","1893-04-01/1996-12-31","1893-01-01/1996-12-01"
"1288",1311,"SALMON ARM A","N/A","1982-10-01/2012-05-12","1982-01-01/2007-02-01"
"1289",6843,"SALMON ARM CS","1994-02-01/2012-05-16","1991-01-01/2012-05-16","1991-02-01/2006-10-01"
"1290",647,"SALMON VAL ERICKSON RD","N/A","1970-06-01/1977-12-31","1970-01-01/1977-12-01"
"1291",90,"SALTAIR","N/A","1959-04-01/1967-06-30","1959-01-01/1967-12-01"
"1292",92,"SALTSPRING IS CUSHEON LK","N/A","1976-09-01/2001-03-31","1976-01-01/2001-03-01"
"1293",91,"SALTSPRING ISLAND","N/A","1893-04-01/1977-07-31","1893-01-01/1977-12-01"
"1294",93,"SALTSPRING ST MARY'S L","N/A","1975-12-01/2012-05-06","1975-01-01/2007-02-01"
"1295",94,"SALTSPRING VESUVIUS","N/A","1955-11-01/1975-07-31","1955-01-01/1975-12-01"
"1296",431,"SALVUS CAMP","N/A","1975-01-01/1988-03-31","1975-01-01/1988-12-01"
"1297",1320,"SAMATOSUM MOUNTAIN MINE","N/A","1989-10-01/1992-09-30","1989-01-01/1992-12-01"
"1298",6831,"SANDHEADS CS","1994-02-01/2012-05-16","1991-07-01/2012-05-16","1991-01-01/1999-07-01"
"1299",1150,"SANDON","N/A","1941-07-01/1964-12-31","1941-01-01/1964-12-01"
"1300",48648,"SANDSPIT","2010-06-03/2012-05-17","2010-06-03/2012-05-16","N/A"
"1301",367,"SANDSPIT A","1953-01-01/2005-01-19","1945-09-01/2012-05-16","1945-01-01/2007-02-01"
"1302",30955,"SANDSPIT AWOS","1999-01-08/2012-05-14","2002-01-01/2012-05-16","2005-02-01/2006-12-01"
"1303",210,"SANDWICK","N/A","1914-10-01/1943-07-31","1914-01-01/1943-12-01"
"1304",864,"SARDIS","N/A","1954-02-01/2010-06-30","1954-01-01/2007-02-01"
"1305",6832,"SARDIS 2","N/A","1991-06-01/1994-05-31","1991-01-01/1994-12-01"
"1306",8261,"SARTINE ISLAND (AUT)","1994-02-01/2012-05-16","1994-12-30/2012-05-16","2005-02-01/2007-02-01"
"1307",95,"SATURNA CAPMON","N/A","1989-06-01/2011-11-30","1989-01-01/2007-02-01"
"1308",6810,"SATURNA CAPMON CS","2006-06-09/2012-05-16","1991-06-01/2012-05-16","1991-01-01/2007-02-01"
"1309",7997,"SATURNA ISLAND CAMPBELL SCIENTIFIC","1980-06-10/1992-12-31","N/A","N/A"
"1310",96,"SATURNA ISLAND CS","1994-02-28/2012-05-16","1980-05-01/2012-05-16","1980-01-01/2007-02-01"
"1311",211,"SAVARY ISLAND","N/A","1919-05-01/1989-06-30","1919-01-01/1989-12-01"
"1312",212,"SAYWARD","N/A","1920-03-01/1930-02-28","1920-01-01/1930-12-01"
"1313",213,"SAYWARD 2","N/A","1973-04-01/2006-07-31","1973-01-01/2006-07-01"
"1314",214,"SAYWARD BIG TREE CREEK","N/A","1987-05-01/1990-08-31","1987-01-01/1990-12-01"
"1315",1506,"SCHAFT CREEK","N/A","1969-06-01/1974-10-31","1969-01-01/1974-12-01"
"1316",43063,"SCOTCH CREEK","N/A","2004-08-01/2008-01-17","2004-08-01/2007-02-01"
"1317",6821,"SCUDDER POINT","1994-02-01/1997-09-24","1992-11-01/2009-09-03","1992-01-01/1996-12-01"
"1318",333,"SECHELT","N/A","1927-01-01/1968-07-31","1927-01-01/1968-12-01"
"1319",45788,"SECHELT","2007-07-11/2012-05-16","2007-07-10/2012-05-16","N/A"
"1320",335,"SECHELT 5WEST","N/A","1989-03-01/2005-07-31","1989-01-01/2005-07-01"
"1321",334,"SECHELT SANDY HOOK","N/A","1987-01-01/1987-11-30","1987-01-01/1987-12-01"
"1322",351,"SEWALL MASSET INLET","N/A","1974-07-01/2011-08-31","1974-01-01/2007-02-01"
"1323",368,"SEWELL INLET","N/A","1973-07-01/1990-03-31","1973-01-01/1990-12-01"
"1324",1322,"SEYMOUR ARM","N/A","1973-05-01/1996-02-29","1973-01-01/1996-02-01"
"1325",1323,"SEYMOUR ARM NINE MILE LIGHT","N/A","1986-01-01/1989-05-31","1986-01-01/1989-12-01"
"1326",865,"SEYMOUR CREEK","N/A","1924-01-01/1947-08-31","1924-01-01/1947-12-01"
